content,name
"Increase heat on faster prints
You may be printing too cold for the desired print speed. Printing faster or at higher extrusion rates requires more heat to melt the proper amount of plastic in time. Increase your temperature in 5°C increment tests until the issue is resolved.",Solution84
"Lower layer height
You’ll experience infill issues if you’re trying to use a layer height that is too high for your nozzle or extruder. Stick to a maximum layer height of 75% of your nozzle size (i.e. 0.3mm for a 0.4mm nozzle).",Solution85
"Infill printed too fast
With most slicers, the infill is printed at the highest print speed specified, while outlines for example are printed slower. So, the first place to notice too high print speeds is often the infill. Lower your print speed gradually to test if this fixes the issue as you might be printing too fast.",Solution86
"Decrease skip
You may have set the infill to skip layers. If the infill deforms, decrease the skip amount.",Solution87
"Increase infill extrusion width
Your infill extrusion width may be still be set at a reduced amount (if you were trying to save weight on a previous print). Set it to 100% (or higher) to see if that helps.",Solution88
"Insert diaphragm
Some slicers allow a solid diaphragm to be printed every so many layers. This can be used to support subsequent infill layers (and as a by-product, they can increase the rigidity of the structure significantly).",Solution89
"Print hotter
Try increasing the print temperature (in 5°C increments) printing faster requires increasing your print temperature to melt enough plastic in time.",Solution90
"Tighten belts & pulleys
Loose belts or pulleys could be responsible for a printer’s inability to perform sharp directional changes at higher speeds, which could result in deformed infill patterns, especially if it consists of sharp angles. Tighten the belts & pulleys to stop this problem.",Solution91
"Use non-stationary retractions in your slicer software
This is a setting in your slicer software. Standard retracts are happening while the extruder is stopped, which can lead to oozing and additional material being deposited on the model. The idea being using non—stationary retracts is to retract while the nozzle is still moving, which might improve results.",Solution92
"Use a different restart distance
This is a setting in more advanced slicers. During retraction a configurable length of filament is pulled back from the nozzle before a travel move occurs. After the travel move completed, the same length is then pushed backed into the nozzle before actual printing restarts. Altering the restart distance allows you to influence what happens at the end of the travel move. You can tell your slicer to push back more or less filament than initially has been retracted.

Use longer restart distance in order to make up for material that oozed during the travel move (usually used when you see dents or holes at the restart point). Or use a shorter (or negative) restart distance to push back less filament than initially retracted, which will help with eliminating blobs at the restart point.",Solution93
"Printer cooler
Stringing at its heart is molten filament oozing out of the nozzle during a fast travel move. The hotter your print temperature, the more likely it is that oozing might occur. So when in doubt try printing cooler, reduce in 5°C increments performing small tests each time.",Solution94
"Try a different spool of filament
Some filaments are more prone to stringing than others. Not all brands print equally well. This is also true for different filament types. PETG is more likely to string than for example ABS. If you can’t get rid of excessive stringing (after speaking to the manufacturer), try some other filament type or brand.",Solution95
"Z-hop
Z-Hop (lift nozzle before retraction/travel), a very popular feature in most of today’s slicers can encourage blobs right at the retraction point. There’s two ways to go about this: either try increasing your retraction or disable the Z-hop.",Solution96
"Z-Scar
At the point where the layer change happens, a small blob will appear, the so-called Z-scar (or ‘Zipper’). It is not always possible to eliminate the Z-scar entirely by adjusting retraction settings, but modern slicers give you some choices where this Z-scar appears: the default is usually for the Z-scar to appear randomly or where the slicer thinks it would be best to optimise print speed.

Usually you get a way cleaner looking print if you instead pick a specific less noticeable location for the Z-scar yourself. Like in a corner of a print, or at least somewhere in the back. Also choosing a specific location for the Z-scar will prevent the z-scar from splattering 3D printing blobs all over the print and confines them in more or less straight line along the Z-axis.",Solution97
"Dents
3D printer blobs and zits also appear on the surface of your print in random locations if your filament absorbed too much moisture. The steam building up inside the nozzle will make the filament pop at random times which will squirt out additional plastic (then followed by a dent because of lack of filament in the nozzle). Try drying your filament before printing to remove any moisture causing dent. To prevent moisture in the future, ensure you're storing your filament correctly in an air-tight sealed bag with freshly charged desiccant, in a cool dry place. Do not leave filament out for longer than during printing.",Solution98
"Use more outlines to stop the infill poking through.
Tell your slicer to print the outlines before doing the infill.
As the blobs are usually a result of the retraction, optimising your retraction settings as well as calibrating basic extrusion parameters will help as well.
Reducing the infill overlap amount in your slicer will also help.",Solution99
"One approach would be to try and fix the over-extrusion or the warp. See [Over Extrusion] and/or [Warping].
Another is to use the Z-Hop feature of your slicer. Z-Hop will lift the nozzle up a certain amount before moving across to prevent the scratch.
Use combing (also known as “avoid crossing outline”). With combing, the nozzle will travel along the outline instead of crossing it and going straight across your print, which will often avoid this issue entirely (though not necessarily in this example).",Solution100
"Check your slicer settings for thin wall options.
Rotate the part so the fine details are on the Z-plane and reduce your layer height if necessary.
Get a finer nozzle, the finer the nozzle the smaller lines you can print.
Redesign the part or scale it up so the features are big enough to be printed. There is specialised software out there that will increase wall width without changing overall part dimension, might be worth a look, especially for architectural prints this comes in handy often.",Solution101
"Check Z-axis assembly, it may be bent or misaligned.
There may be lose pulleys, make sure they are tightened.
Check belt tension of your X & Y axes.
Friction on the axes may be preventing smooth movement over the print. Clean and lubricate the axes.
Make sure there are no big variations in temperature during printing. No sudden increase in fans or drop in room temperature/draughts.
Inconsistent extrusion may cause this issue. See [Under Extrusion] and/or [Over Extrusion].
Lower your printing speed and check acceleration and jerk settings, these may also be too high.",Solution102
"Try some PID Tuning. If you’re not familiar with PID tuning, YouTube has tons of tutorials on how to do PID tuning on various printers.
Check the heater cartridge leads for any breaks or lose connectors.
Check the Thermocouple leads for any breaks or lose connectors.
On E3D HotEnds, check the black Molex connector for the thermistor, or better yet, remove that connector and crimp/solder the leads instead.",Solution103
"You may be printing too fast. Artefacts of vibration or ringing/ghosting are often related to printing too fast.
It could be an indication that your acceleration and jerk settings are too high. The higher the mass of your extruder, the more susceptible it is to these artefacts when printing at higher speeds. This is where Bowden extruders shine.
Loose belts or pulleys could be the cause so be sure to check they are tightened.
Backlash in your motion system. Backlash (or in other words too much play) is a mechanical problem with your printer hardware. Might mean something has come loose or is worn. Check with your printer manufacturer for possible fixes.
Worn or dirty bearings or rods that cause friction in the travel. Ensure they are clean or replace if needed.
The so called “stick slip” issue with linear bushings. The stick/slip effect is a common issue when using polymer or metal bushings instead of ball bearings, usually caused by poor alignment, bent or rough rods or similar mechanical problems. Stick/Slip is like a stutter during the acceleration phase of what should be a smooth linear motion.
Vibration might be reduced by installing NEMA dampeners.
Artefacts introduced by the stepper drivers can be reduced by installing smoothers or different stepper drivers.",Solution104
"Check axes, belt tension, pulleys and gears are tight, clean and in position.
Check different steps/mm in the slicer for on of the axes has not accidently been input incorrectly.
Be careful when entering new settings via the printer’s manual front-panel controls, we’ve all experienced ‘finger-trouble’ before and hit something on the controls we shouldn’t. Double check everything was input as it should’ve been.
Check the Z-scar to prevent blobs altering the shape. See [Blobs and 3D Printing Zits].",Solution105
"Slipping pulleys or gears or belts can cause the print to slightly shift and start leaning. Tighten pulleys/gears/belts to stop this happening.
Friction along the axis might cause it to lose steps. Just a few steps here and there, enough to make it lean. Clean and lubricate the axis so there’s no friction.
A misaligned printer frame or bed will result in a leaning print as well, check everything is as straight as possible.",Solution106
"Adjust support gap
Normal support structures for single extruder systems are designed in such a way so they are easy to break away from the finished print. Therefore, they intentionally leave a small gap between the support structure and the actual model that sits on top of it. The height of this gap is usually adjustable in your slicer settings. Less gap means better quality but also harder to remove.

If the gap is too close, breaking off the supports will damage the surface of your actual object.",Solution107
"Dual extrusion
If you find yourself suffering from this problem a lot, you might want to think about getting a dual extrusion system. Printing with water soluble rigid.ink PVA or the easy to remove rigid.ink Break-Away will allow you to transition seamlessly from support to the actual model completely eliminating the gap and the problems it entails.",Solution108
"Increase support density
Support structures are usually not printed solid, but rather, like infill, use a percentage, often called support density. Increase this density to improve the surface quality of the part printed above the support.",Solution109
"Rotate Model
Often, the object to be printed can be rotated on the bed so less supports are needed. Or you could split the model in half using a plane cut tool and avoid the supports entirely",Solution110
"Custom Supports
If you designed the model yourself, read up on design guidelines to reduce the need for supports in the first place, or how to place your own supports at design time.",Solution111
"Avoid isolated towers, place your supports in bigger groups.
Reduce printing speed for support.
Use higher support density and if your slicer supports it - a different support pattern.
If your slicer supports it, have a brim or a solid bottom layer added to your supports.",Solution112
"Advanced slicer software detects when bridging is required and will allow you to apply different settings for the bridge.

Increase extrusion multiplier for the bridge.
Try different speeds, slower is usually better, but results may vary so experimenting is key.
Increase your fan speed for bridges. We want the material to harden quickly without drooping. May not be suitable for all materials, check with the manufacturer/seller.
Make sure your slicer is actually using bridging mode. If you’re using Simplify3D, make sure bridging of outlines is enabled.
More advanced bridging options like direction of the lines that make up your bridge or increasing the start and end zone of a bridge can help as well.
Better than trying to optimise bridging performance is trying to avoid bridges to begin with. If possible, reorient your part on the build plate so less bridges are required or add supports to your bridges. With supports under your bridge, it won’t be able to droop as much.",Solution113
"Reduce your printing temperature in 5°C increments until your overhangs are smooth.
Increasing cooling (fan speed). If you’re already at 100%, you can ensure all chamber doors are open or add external fans to beside the printer. May not be suitable for all materials, check with the manufacturer/seller.
Tell your slicer to print the inner perimeters first before printing the outlines.
If you design your model yourself, avoid overhangs at an angle greater than 45°.
If the overhang cannot be avoided, consider using supports to hold them up.
Check your extrusion settings. Do the basic extrusion calibration of extruder steps/mm and extrusion multiplier.",Solution114
"Print cooler
Printing cooler is the best advice we can give in this instance.

One, if not the most common problem we see in tech support is people printing way too hot. We’re not sure why this is; some presume hotter temperatures will improve flow rate. Sure, there’s a bit of a give here and there especially with thermistors not being the most accurate critters to begin with, but your first check should be - are you exceeding the print temperature recommendation for the filament used? We always suggest starting at the lowest point in the recommended range and work your way up in 5°C increments, if needed.

Check with the filament manufacturer's documentation to make sure. Just because it says “PLA” on the box, it does not mean they will all print the same! There are hundreds, possibly thousands, of different types of PLA produced across the world.",Solution115
"Print slower
Printing slower allows the heat building up in the printed object to dissipate before the next pass of the nozzle over the same area of the print.",Solution116
"Check / increase fans
Make sure your fans are working. You can try to switch to fans that are pushing more air or add more fans. Sometimes, using a desk fan as a workaround can help you until a more streamlined solution is found.",Solution117
"Cooler ambient
The ambient temperature is too high. If your printer is enclosed, open all doors, side panels or top covers to keep the ambient temperature down. Even the best fans are inefficient if all they’re doing is moving hot air around.",Solution118
"PETG especially tends to gather on your nozzle, accumulate during the print and eventually drip. This (and its sometimes-excessive adhesion to certain build plate surfaces) is why we recommend not squishing your first layer when printing with PETG.
When printing Wood particle filled filament the polymer binding agents (cellulose resin and/or viscose blended with PLA) tends to drip from your HotEnd in a honey like consistency when printing to hot. Or after it sat in a heated nozzle for a while. Print colder and at a constant speed.",Solution119
"Dry filament
You’re trying to print moist filament. Some filaments attract and absorb moisture from the air at very high rates. When trying to print such filament, the moisture will turn into vapor and give small popping noises. Dry your filament before use, especially Nylon.",Solution120
"Retraction settings
Turn down your retraction settings. You’re HotEnd might be sucking in air, even though this is usually more of a whistle than a pop.",Solution121
"Are you sure it is popping from the nozzle and not clicking from the extruder motor? If it is clicking, see [Filament not extruding properly]. If it is indeed a popping nozzle, here are some pointers:",Solution122
"There is too much friction when the motor tries to move. Clean, lubricate smooth rods, lead-screws and check bearings.
Something may be blocking the movement of the axis in question. Check alignment and anything that could prevent the movement.
You’re trying to operate your motors at too high speeds (including acceleration/jerk settings), lower and try again.
Insufficient current may be being supplied to them (check Vref on the stepper driver for this axis).
The motor may have overheated, allow to cool and see if it happens again.",Solution123
